Time (hr),Concentration (muM),Rat,Sex,Molecular Weight (g/mol),Weight (mg),Dose Amount (g/kg)
1.38764,12.8,Rat8,Male,565.59,0.475,0.02
1.39479,15.9,Rat8,Male,565.59,0.475,0.02
1.40194,15.9,Rat8,Male,565.59,0.475,0.02
1.4091,15.9,Rat8,Male,565.59,0.475,0.02
1.41625,16,Rat8,Male,565.59,0.475,0.02
1.4234,14.5,Rat8,Male,565.59,0.475,0.02
1.43056,16,Rat8,Male,565.59,0.475,0.02
1.43771,14.5,Rat8,Male,565.59,0.475,0.02
1.44486,16.9,Rat8,Male,565.59,0.475,0.02
1.45201,16.2,Rat8,Male,565.59,0.475,0.02
1.45917,14,Rat8,Male,565.59,0.475,0.02
1.46632,13.3,Rat8,Male,565.59,0.475,0.02
1.47347,12.6,Rat8,Male,565.59,0.475,0.02
1.48063,12.8,Rat8,Male,565.59,0.475,0.02
1.48778,12.8,Rat8,Male,565.59,0.475,0.02
1.49493,17.3,Rat8,Male,565.59,0.475,0.02
1.50208,11.4,Rat8,Male,565.59,0.475,0.02
1.50924,13.6,Rat8,Male,565.59,0.475,0.02
1.51639,13.6,Rat8,Male,565.59,0.475,0.02
1.52354,15.1,Rat8,Male,565.59,0.475,0.02
1.53069,13.8,Rat8,Male,565.59,0.475,0.02
1.53785,13.9,Rat8,Male,565.59,0.475,0.02
1.545,12.6,Rat8,Male,565.59,0.475,0.02
1.55215,11.7,Rat8,Male,565.59,0.475,0.02
1.55931,14.1,Rat8,Male,565.59,0.475,0.02
1.56646,14.1,Rat8,Male,565.59,0.475,0.02
1.57361,10.5,Rat8,Male,565.59,0.475,0.02
1.58076,9.75,Rat8,Male,565.59,0.475,0.02
1.58792,13.4,Rat8,Male,565.59,0.475,0.02
1.59507,12.7,Rat8,Male,565.59,0.475,0.02
1.60222,12.9,Rat8,Male,565.59,0.475,0.02
1.60938,13.7,Rat8,Male,565.59,0.475,0.02
1.61653,13.7,Rat8,Male,565.59,0.475,0.02
1.62368,13.7,Rat8,Male,565.59,0.475,0.02
1.63083,9.34,Rat8,Male,565.59,0.475,0.02
1.63799,15.4,Rat8,Male,565.59,0.475,0.02
1.64514,12.5,Rat8,Male,565.59,0.475,0.02
1.65229,9.56,Rat8,Male,565.59,0.475,0.02
1.65944,10.3,Rat8,Male,565.59,0.475,0.02
1.6666,9.61,Rat8,Male,565.59,0.475,0.02
1.67375,11.1,Rat8,Male,565.59,0.475,0.02
1.6809,13.5,Rat8,Male,565.59,0.475,0.02
1.68806,12.8,Rat8,Male,565.59,0.475,0.02
1.69521,12,Rat8,Male,565.59,0.475,0.02
1.70236,8.98,Rat8,Male,565.59,0.475,0.02
1.70951,11.4,Rat8,Male,565.59,0.475,0.02
1.71667,10.6,Rat8,Male,565.59,0.475,0.02
1.72382,13.8,Rat8,Male,565.59,0.475,0.02
1.73097,9.39,Rat8,Male,565.59,0.475,0.02
1.73812,10.1,Rat8,Male,565.59,0.475,0.02
1.74528,9.43,Rat8,Male,565.59,0.475,0.02
1.75243,9.46,Rat8,Male,565.59,0.475,0.02
1.75958,7.3,Rat8,Male,565.59,0.475,0.02
1.76674,11,Rat8,Male,565.59,0.475,0.02
1.77389,11.3,Rat8,Male,565.59,0.475,0.02
1.78104,10.4,Rat8,Male,565.59,0.475,0.02
1.78819,12.1,Rat8,Male,565.59,0.475,0.02
1.79535,11.2,Rat8,Male,565.59,0.475,0.02
1.8025,8.32,Rat8,Male,565.59,0.475,0.02
1.80965,9.22,Rat8,Male,565.59,0.475,0.02
1.81681,8.52,Rat8,Male,565.59,0.475,0.02
1.82396,10.7,Rat8,Male,565.59,0.475,0.02
1.83111,8.56,Rat8,Male,565.59,0.475,0.02
1.83826,10,Rat8,Male,565.59,0.475,0.02
1.84542,10.2,Rat8,Male,565.59,0.475,0.02
1.85257,9.51,Rat8,Male,565.59,0.475,0.02
1.85972,11,Rat8,Male,565.59,0.475,0.02
1.86688,8.83,Rat8,Male,565.59,0.475,0.02
1.87403,8.13,Rat8,Male,565.59,0.475,0.02
1.88118,11.2,Rat8,Male,565.59,0.475,0.02
1.88833,12.9,Rat8,Male,565.59,0.475,0.02
1.89549,9.8,Rat8,Male,565.59,0.475,0.02
1.90264,9.26,Rat8,Male,565.59,0.475,0.02
1.90979,6.23,Rat8,Male,565.59,0.475,0.02
1.91694,9.3,Rat8,Male,565.59,0.475,0.02
1.9241,8.6,Rat8,Male,565.59,0.475,0.02
1.93125,10.1,Rat8,Male,565.59,0.475,0.02
1.9384,9.21,Rat8,Male,565.59,0.475,0.02
1.94556,11,Rat8,Male,565.59,0.475,0.02
1.95271,8.12,Rat8,Male,565.59,0.475,0.02
1.95986,6.54,Rat8,Male,565.59,0.475,0.02
1.96701,9.61,Rat8,Male,565.59,0.475,0.02
1.97417,10.4,Rat8,Male,565.59,0.475,0.02
1.98132,8.93,Rat8,Male,565.59,0.475,0.02
1.98847,8.95,Rat8,Male,565.59,0.475,0.02
1.99562,9.7,Rat8,Male,565.59,0.475,0.02
2.00278,11.3,Rat8,Male,565.59,0.475,0.02
2.00993,3.26,Rat8,Male,565.59,0.475,0.02
2.01708,8.47,Rat8,Male,565.59,0.475,0.02
2.02424,8.49,Rat8,Male,565.59,0.475,0.02
2.03139,9.24,Rat8,Male,565.59,0.475,0.02
2.03854,7.09,Rat8,Male,565.59,0.475,0.02
2.04569,4.96,Rat8,Male,565.59,0.475,0.02
2.05285,4.98,Rat8,Male,565.59,0.475,0.02
2.06,9.49,Rat8,Male,565.59,0.475,0.02
2.06715,9.51,Rat8,Male,565.59,0.475,0.02
2.07431,9.69,Rat8,Male,565.59,0.475,0.02
2.08146,10.4,Rat8,Male,565.59,0.475,0.02
0,47.8,Rat9,Male,565.59,0.414,0.02
0.00512778,62.8,Rat9,Male,565.59,0.414,0.02
0.0102556,81.1,Rat9,Male,565.59,0.414,0.02
0.0153833,68.2,Rat9,Male,565.59,0.414,0.02
0.0205111,68.4,Rat9,Male,565.59,0.414,0.02
0.0256389,63.3,Rat9,Male,565.59,0.414,0.02
0.0307667,65.8,Rat9,Male,565.59,0.414,0.02
0.0358944,66,Rat9,Male,565.59,0.414,0.02
0.0410222,60.9,Rat9,Male,565.59,0.414,0.02
0.04615,56,Rat9,Male,565.59,0.414,0.02
0.0512778,56.1,Rat9,Male,565.59,0.414,0.02
0.0564056,56,Rat9,Male,565.59,0.414,0.02
0.0615333,53.6,Rat9,Male,565.59,0.414,0.02
0.0666611,48.8,Rat9,Male,565.59,0.414,0.02
0.0717889,48.9,Rat9,Male,565.59,0.414,0.02
0.0769167,46.3,Rat9,Male,565.59,0.414,0.02
0.0820444,46.5,Rat9,Male,565.59,0.414,0.02
0.0871722,44.3,Rat9,Male,565.59,0.414,0.02
0.0923,44.3,Rat9,Male,565.59,0.414,0.02
0.0974278,44.4,Rat9,Male,565.59,0.414,0.02
0.102556,44.5,Rat9,Male,565.59,0.414,0.02
0.107683,42.2,Rat9,Male,565.59,0.414,0.02
0.112811,42.3,Rat9,Male,565.59,0.414,0.02
0.117939,44.7,Rat9,Male,565.59,0.414,0.02
0.123067,44.8,Rat9,Male,565.59,0.414,0.02
0.128194,42.5,Rat9,Male,565.59,0.414,0.02
0.133322,42.6,Rat9,Male,565.59,0.414,0.02
0.13845,45,Rat9,Male,565.59,0.414,0.02
0.143578,45.1,Rat9,Male,565.59,0.414,0.02
0.148706,42.8,Rat9,Male,565.59,0.414,0.02
0.153833,45.2,Rat9,Male,565.59,0.414,0.02
0.158961,45.3,Rat9,Male,565.59,0.414,0.02
0.164089,47.9,Rat9,Male,565.59,0.414,0.02
0.169217,45.5,Rat9,Male,565.59,0.414,0.02
0.174344,43.2,Rat9,Male,565.59,0.414,0.02
0.179472,48,Rat9,Male,565.59,0.414,0.02
0.1846,45.7,Rat9,Male,565.59,0.414,0.02
0.189728,50.8,Rat9,Male,565.59,0.414,0.02
0.194856,43.5,Rat9,Male,565.59,0.414,0.02
0.199983,43.6,Rat9,Male,565.59,0.414,0.02
0.205111,46,Rat9,Male,565.59,0.414,0.02
0.210239,43.7,Rat9,Male,565.59,0.414,0.02
0.215367,43.8,Rat9,Male,565.59,0.414,0.02
0.220494,43.7,Rat9,Male,565.59,0.414,0.02
0.225622,43.8,Rat9,Male,565.59,0.414,0.02
0.23075,44,Rat9,Male,565.59,0.414,0.02
0.235878,41.7,Rat9,Male,565.59,0.414,0.02
0.241006,44.2,Rat9,Male,565.59,0.414,0.02
0.246133,41.9,Rat9,Male,565.59,0.414,0.02
0.251261,41.8,Rat9,Male,565.59,0.414,0.02
0.256389,39.5,Rat9,Male,565.59,0.414,0.02
0.261517,39.7,Rat9,Male,565.59,0.414,0.02
0.266644,42,Rat9,Male,565.59,0.414,0.02
0.271772,39.7,Rat9,Male,565.59,0.414,0.02
0.2769,39.8,Rat9,Male,565.59,0.414,0.02
0.282028,40,Rat9,Male,565.59,0.414,0.02
0.287156,37.7,Rat9,Male,565.59,0.414,0.02
0.292283,40,Rat9,Male,565.59,0.414,0.02
0.297411,37.7,Rat9,Male,565.59,0.414,0.02
0.302539,37.8,Rat9,Male,565.59,0.414,0.02
0.307667,38,Rat9,Male,565.59,0.414,0.02
0.312794,37.9,Rat9,Male,565.59,0.414,0.02
0.317922,35.6,Rat9,Male,565.59,0.414,0.02
0.32305,37.9,Rat9,Male,565.59,0.414,0.02
0.328178,38.1,Rat9,Male,565.59,0.414,0.02
0.333306,38.2,Rat9,Male,565.59,0.414,0.02
0.338433,35.9,Rat9,Male,565.59,0.414,0.02
0.343561,38.2,Rat9,Male,565.59,0.414,0.02
0.348689,36,Rat9,Male,565.59,0.414,0.02
0.353817,36.1,Rat9,Male,565.59,0.414,0.02
0.358944,33.8,Rat9,Male,565.59,0.414,0.02
0.364072,33.9,Rat9,Male,565.59,0.414,0.02
0.3692,36.5,Rat9,Male,565.59,0.414,0.02
0.374328,36.4,Rat9,Male,565.59,0.414,0.02
0.379456,34.1,Rat9,Male,565.59,0.414,0.02
0.384583,34.2,Rat9,Male,565.59,0.414,0.02
0.389711,32,Rat9,Male,565.59,0.414,0.02
0.394839,34.3,Rat9,Male,565.59,0.414,0.02
0.399967,32,Rat9,Male,565.59,0.414,0.02
0.405094,34.5,Rat9,Male,565.59,0.414,0.02
0.410222,29.9,Rat9,Male,565.59,0.414,0.02
0.41535,30.1,Rat9,Male,565.59,0.414,0.02
0.420478,32.3,Rat9,Male,565.59,0.414,0.02
0.425606,30.1,Rat9,Male,565.59,0.414,0.02
0.430733,32.4,Rat9,Male,565.59,0.414,0.02
0.435861,30.3,Rat9,Male,565.59,0.414,0.02
0.440989,32.6,Rat9,Male,565.59,0.414,0.02
0.446117,30.6,Rat9,Male,565.59,0.414,0.02
0.451244,30.5,Rat9,Male,565.59,0.414,0.02
0.456372,30.6,Rat9,Male,565.59,0.414,0.02
0.4615,30.8,Rat9,Male,565.59,0.414,0.02
0.466628,33,Rat9,Male,565.59,0.414,0.02
0.471756,28.5,Rat9,Male,565.59,0.414,0.02
0.476883,30.9,Rat9,Male,565.59,0.414,0.02
0.482011,28.7,Rat9,Male,565.59,0.414,0.02
0.487139,31,Rat9,Male,565.59,0.414,0.02
0.492267,31.3,Rat9,Male,565.59,0.414,0.02
0.497394,31.2,Rat9,Male,565.59,0.414,0.02
0.502522,29.2,Rat9,Male,565.59,0.414,0.02
0.50765,33.8,Rat9,Male,565.59,0.414,0.02
0.512778,31.6,Rat9,Male,565.59,0.414,0.02
0.517906,27,Rat9,Male,565.59,0.414,0.02
0.523033,29.5,Rat9,Male,565.59,0.414,0.02
0.528161,31.8,Rat9,Male,565.59,0.414,0.02
0.533289,29.5,Rat9,Male,565.59,0.414,0.02
0.538417,27.3,Rat9,Male,565.59,0.414,0.02
0.543544,32.1,Rat9,Male,565.59,0.414,0.02
0.548672,29.9,Rat9,Male,565.59,0.414,0.02
0.5538,25.4,Rat9,Male,565.59,0.414,0.02
0.558928,29.9,Rat9,Male,565.59,0.414,0.02
0.564056,27.7,Rat9,Male,565.59,0.414,0.02
0.569183,25.5,Rat9,Male,565.59,0.414,0.02
0.574311,25.7,Rat9,Male,565.59,0.414,0.02
0.579439,27.9,Rat9,Male,565.59,0.414,0.02
0.584567,30.4,Rat9,Male,565.59,0.414,0.02
0.589694,23.5,Rat9,Male,565.59,0.414,0.02
0.594822,28.3,Rat9,Male,565.59,0.414,0.02
0.59995,23.8,Rat9,Male,565.59,0.414,0.02
0.605078,28.3,Rat9,Male,565.59,0.414,0.02
0.610206,26.1,Rat9,Male,565.59,0.414,0.02
0.615333,26.2,Rat9,Male,565.59,0.414,0.02
0.620461,26.4,Rat9,Male,565.59,0.414,0.02
0.625589,24.2,Rat9,Male,565.59,0.414,0.02
0.630717,26.6,Rat9,Male,565.59,0.414,0.02
0.635844,24.4,Rat9,Male,565.59,0.414,0.02
0.640972,24.3,Rat9,Male,565.59,0.414,0.02
0.6461,26.8,Rat9,Male,565.59,0.414,0.02
0.651228,22.3,Rat9,Male,565.59,0.414,0.02
0.656356,26.8,Rat9,Male,565.59,0.414,0.02
0.661483,24.6,Rat9,Male,565.59,0.414,0.02
0.666611,24.8,Rat9,Male,565.59,0.414,0.02
0.671739,27.2,Rat9,Male,565.59,0.414,0.02
0.676867,22.7,Rat9,Male,565.59,0.414,0.02
0.681994,29.6,Rat9,Male,565.59,0.414,0.02
0.687122,27.4,Rat9,Male,565.59,0.414,0.02
0.69225,25.2,Rat9,Male,565.59,0.414,0.02
0.697378,25.3,Rat9,Male,565.59,0.414,0.02
0.702506,25.4,Rat9,Male,565.59,0.414,0.02
0.707633,25.3,Rat9,Male,565.59,0.414,0.02
0.712761,25.5,Rat9,Male,565.59,0.414,0.02
0.717889,23.3,Rat9,Male,565.59,0.414,0.02
0.723017,23.4,Rat9,Male,565.59,0.414,0.02
0.728144,25.6,Rat9,Male,565.59,0.414,0.02
0.733272,23.4,Rat9,Male,565.59,0.414,0.02
0.7384,25.9,Rat9,Male,565.59,0.414,0.02
0.743528,21.4,Rat9,Male,565.59,0.414,0.02
0.748655549,25.9,Rat9,Male,565.59,0.414,0.02
0.753783327,26,Rat9,Male,565.59,0.414,0.02
0.758911105,21.6,Rat9,Male,565.59,0.414,0.02
0.764038884,21.5,Rat9,Male,565.59,0.414,0.02
0.769166662,21.6,Rat9,Male,565.59,0.414,0.02
0.77429444,21.7,Rat9,Male,565.59,0.414,0.02
0.779422218,24,Rat9,Male,565.59,0.414,0.02
0.784549996,21.8,Rat9,Male,565.59,0.414,0.02
0.789677774,24,Rat9,Male,565.59,0.414,0.02
0.794805552,19.8,Rat9,Male,565.59,0.414,0.02
0.79993333,24.6,Rat9,Male,565.59,0.414,0.02
0.805061108,23.9,Rat9,Male,565.59,0.414,0.02
0.810188886,23.2,Rat9,Male,565.59,0.414,0.02
0.815316664,21,Rat9,Male,565.59,0.414,0.02
0.820444442,25,Rat9,Male,565.59,0.414,0.02
0.82557222,24.3,Rat9,Male,565.59,0.414,0.02
0.830699998,23.6,Rat9,Male,565.59,0.414,0.02
0.835827776,22.9,Rat9,Male,565.59,0.414,0.02
0.840955554,22.4,Rat9,Male,565.59,0.414,0.02
0.846083332,21.7,Rat9,Male,565.59,0.414,0.02
0.85121111,24,Rat9,Male,565.59,0.414,0.02
0.856338888,22,Rat9,Male,565.59,0.414,0.02
